FID	place_name	category1	dem_MEAN	fac_MEAN	distance_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	DEM_RANGE
36219	崁腳	崁	99.38 	615.46 	390.15 	1.96 	7.31 	0.02 	72
29565	崁下	崁	100.85 	56.54 	273.01 	4.73 	220.86 	0.24 	162
15162	崩崁腳仔	崁	104.44 	36.36 	425.89 	1.07 	97.23 	0.01 	128
19170	崁子腳	崁	104.72 	37.62 	611.79 	7.38 	81.40 	0.21 	133
6258	下崁	崁	107.50 	67.99 	929.51 	14.88 	19.99 	0.13 	120
2424	崁仔腳庄	崁	107.77 	367.73 	275.02 	1.15 	15.24 	0.01 	27
2471	崁子	崁	107.84 	150.36 	362.21 	1.58 	26.37 	0.02 	26
2472	崁子腳	崁	108.67 	221.88 	328.29 	3.90 	77.35 	0.05 	27
21457	崁子腳	崁	109.88 	12397.89 	372.09 	0.77 	77.63 	0.01 	303
11305	崁腳	崁	110.30 	12115.67 	368.35 	24.99 	193.30 	0.56 	26
13279	公崁	崁	111.48 	72.69 	539.56 	5.40 	70.70 	0.01 	175
4517	後崁	崁	111.65 	37.74 	495.00 	1.57 	143.95 	0.02 	162
4507	崁頭	崁	113.69 	117.18 	321.87 	13.57 	85.03 	0.01 	68
4523	崁頭	崁	113.69 	259.19 	273.37 	4.65 	136.48 	0.16 	68
1861	崩崁	崁	113.70 	13571.10 	374.49 	16.90 	355.76 	0.28 	428
27342	九十九崁	崁	113.80 	1787.79 	370.92 	1.52 	8.61 	0.01 	60
11946	摔死牛崁	崁	114.14 	4217.92 	693.19 	1.83 	359.21 	0.03 	340
5312	崁頭厝	崁	116.36 	64.84 	292.52 	16.24 	204.50 	0.26 	61
17858	雷公崁	崁	118.92 	157.45 	275.11 	8.22 	7.70 	0.25 	184
1056	崩崁	崁	119.28 	139.53 	217.63 	1.73 	94.89 	0.01 	306
11300	崁後邊	崁	119.71 	245.79 	444.88 	26.25 	828.68 	0.09 	101
11307	崁腳	崁	120.52 	606.19 	244.45 	6.04 	701.02 	0.24 	71
35408	崁仔腳	崁	120.52 	2.02 	384.68 	1.55 	10.67 	0.01 	26
11296	崁仔腳	崁	121.70 	533.05 	164.64 	8.75 	14.71 	0.14 	175
6550	時鐘崁	崁	122.55 	122.93 	681.66 	6.11 	133.95 	0.09 	138
36403	崩崁腳	崁	123.05 	14.72 	488.39 	8.73 	8.15 	0.28 	161
23361	崩崁	崁	124.00 	120.86 	599.38 	0.76 	75.03 	0.01 	231
919	石崁腳	崁	125.22 	111.16 	314.00 	6.28 	93.19 	0.01 	287
1417	白崁	崁	126.02 	53.82 	809.90 	13.94 	133.74 	0.21 	131
7121	下腳崁	崁	126.51 	183.86 	359.46 	8.56 	350.37 	0.13 	154
36751	下腳崁	崁	126.51 	58.11 	469.14 	18.20 	5.45 	0.01 	154
11157	崩崁	崁	126.78 	32.37 	308.00 	11.66 	452.01 	0.75 	231
35366	七崁仔	崁	127.37 	97.39 	413.22 	8.87 	576.70 	0.09 	21
26124	崁下	崁	133.40 	123.94 	798.07 	2.09 	172.57 	0.40 	165
1045	石崁腳	崁	133.61 	432.13 	316.42 	5.72 	23.99 	0.12 	305
35411	十崁仔	崁	135.64 	241.81 	562.23 	28.83 	10.54 	0.36 	20
27335	下崁	崁	136.55 	72.76 	310.71 	5.66 	112.69 	0.02 	57
26053	虎頭崁	崁	139.79 	30.19 	324.44 	2.22 	234.76 	0.01 	204
4538	二崁	崁	140.09 	91.20 	423.51 	26.05 	7.61 	0.01 	66
37295	崁子腳	崁	143.82 	68.98 	388.42 	9.72 	11.67 	0.39 	77
27275	下崁仔	崁	143.96 	192.92 	668.82 	5.37 	4.48 	0.05 	32
7844	上公館崁下	崁	144.08 	87.81 	1196.97 	0.57 	248.46 	0.26 	121
1775	崁下	崁	144.30 	114.94 	400.18 	5.48 	244.27 	0.09 	163
4925	紅崩崁	崁	144.50 	14.24 	899.17 	32.22 	693.61 	0.54 	167
7338	下崁仔	崁	146.48 	154.76 	339.18 	2.40 	28.11 	0.01 	229
34509	下崁仔	崁	146.48 	2488.42 	244.72 	1.74 	8.02 	0.01 	229
7907	南門崁下	崁	149.33 	1060.53 	606.85 	1.86 	202.28 	0.35 	174
15401	下崁	崁	151.88 	2912.95 	272.23 	0.90 	167.10 	0.10 	47
11309	崁頭	崁	152.34 	261.60 	262.61 	15.70 	338.95 	0.25 	85
27289	下崁底	崁	153.43 	185.43 	469.97 	6.65 	7.81 	0.01 	144
21954	崁頭	崁	153.45 	78.91 	290.22 	0.52 	475.30 	0.01 	17
9480	上崩崁	崁	154.52 	38.81 	622.60 	3.36 	9.21 	0.03 	26
15405	下崩崁	崁	156.50 	18.99 	344.44 	0.57 	7.86 	0.02 	24
7913	崁頭	崁	156.54 	30.54 	310.04 	1.73 	17.43 	0.01 	91
37293	四崁尾	崁	159.96 	53.45 	303.87 	18.23 	13.12 	0.05 	94
4539	三崁	崁	163.91 	59.31 	382.74 	2.42 	73.36 	0.03 	50
1134	三崩崁	崁	164.09 	59.23 	376.44 	15.50 	212.61 	0.24 	143
40800	牛崁嶺	崁	165.99 	59.97 	513.63 	14.92 	2.92 	0.46 	233
31754	崁腳	崁	166.11 	41.27 	443.36 	0.38 	6.22 	0.05 	241
25996	崁頭	崁	167.58 	2204.12 	175.56 	6.93 	57.46 	0.01 	162
7169	崁下仔	崁	168.35 	287.62 	346.19 	15.84 	247.67 	0.25 	183
31185	崁下仔	崁	168.35 	46.54 	583.70 	6.54 	7.70 	0.23 	183
34625	崁下仔	崁	168.35 	91.02 	352.65 	0.96 	74.54 	0.01 	183
7919	三崁店	崁	175.88 	2446.06 	404.64 	5.28 	149.16 	0.08 	111
27314	崁腳	崁	177.86 	1468.01 	442.15 	0.95 	89.38 	0.01 	189
1773	石門崁	崁	183.69 	57.84 	394.54 	27.75 	490.21 	0.47 	447
38105	石門崁	崁	183.69 	6.85 	303.09 	2.22 	104.82 	0.02 	447
6307	中庄下崁	崁	184.68 	24.29 	428.93 	12.90 	5.09 	0.03 	23
29007	下崁	崁	185.54 	1156.07 	481.75 	0.48 	115.65 	0.01 	183
36185	崁仔腳	崁	186.68 	33.82 	675.90 	0.50 	5.90 	0.24 	193
36205	崁仔腳	崁	186.68 	2263.12 	195.18 	8.87 	17.67 	0.01 	193
2789	舊崩崁	崁	189.19 	23.65 	999.51 	29.80 	153.72 	0.51 	130
2790	崩崁	崁	190.49 	498.64 	293.22 	0.82 	146.19 	0.02 	138
4540	四崁	崁	190.51 	60.44 	394.99 	0.21 	34.32 	0.11 	65
14998	六分三崁	崁	191.83 	73.34 	200.84 	22.73 	185.51 	0.17 	96
2791	新崩崁	崁	192.03 	11.43 	1816.39 	17.52 	154.77 	0.25 	135
4545	五崁腳	崁	195.55 	27.43 	700.79 	26.01 	345.38 	0.42 	119
4541	四崁尾	崁	197.66 	4870.03 	438.47 	22.02 	385.50 	0.35 	77
10103	石崁腳	崁	199.31 	210.18 	585.86 	0.47 	242.08 	0.09 	345
25421	崁腳	崁	200.72 	892.14 	445.57 	1.74 	18.22 	0.02 	315
13588	外石崁	崁	202.91 	221.88 	530.53 	28.36 	894.86 	0.03 	364
40917	石崁	崁	204.56 	121.46 	362.95 	0.77 	97.27 	0.01 	360
25135	崁腳	崁	216.13 	141.70 	513.74 	15.32 	8.21 	0.50 	295
24543	土地公崁	崁	237.91 	31.55 	801.08 	8.13 	381.94 	0.03 	238
25400	內崁	崁	240.10 	148.28 	829.19 	1.42 	315.55 	0.02 	278
457	崁仔腳	崁	240.75 	673.32 	249.34 	1.23 	68.73 	0.37 	433
11306	崁腳	崁	241.77 	294.48 	202.74 	0.68 	152.32 	0.01 	269
36140	崁腳	崁	245.41 	123.41 	386.01 	7.24 	633.77 	0.12 	182
38952	虎頭崁	崁	245.93 	92.01 	372.28 	3.51 	7.56 	0.21 	199
11297	崁仔腳	崁	255.17 	189.14 	273.08 	6.13 	124.46 	0.76 	280
38600	崁子腳	崁	255.72 	98.19 	928.12 	2.02 	28.31 	0.01 	279
11299	崁底寮	崁	263.50 	40.49 	408.04 	1.21 	26.23 	0.01 	378
21147	崁下	崁	277.31 	13967.49 	405.88 	2.47 	910.13 	0.23 	69
189	石崁	崁	278.44 	77.03 	452.56 	4.04 	394.90 	0.07 	431
22551	崁斗	崁	279.78 	21.41 	397.29 	15.05 	186.14 	0.24 	238
16919	龜壁崁尾	崁	280.79 	1925.45 	753.63 	25.70 	322.95 	0.44 	383
10104	石崁腳	崁	280.98 	198.32 	350.86 	17.54 	81.49 	0.26 	399
22615	崁腳	崁	284.07 	974.30 	219.66 	0.61 	211.74 	0.07 	109
22748	大崩崁	崁	303.44 	43.80 	522.88 	1.39 	306.37 	0.20 	340
10995	崁下寮	崁	306.26 	31.45 	950.05 	5.88 	308.35 	0.09 	143
25149	崩崁	崁	309.54 	288.23 	319.03 	18.58 	8.97 	0.24 	273
23242	虎頭崁	崁	329.78 	705.29 	967.13 	25.75 	15.00 	0.11 	248
24831	下崁	崁	335.75 	37.34 	372.33 	0.80 	3.23 	0.01 	321
40945	石崁頭	崁	362.03 	600.74 	1533.97 	15.68 	321.45 	0.35 	435
34466	下崁仔	崁	365.73 	4184.13 	679.21 	4.26 	142.89 	0.06 	527
1474	崁下	崁	369.77 	36.76 	997.01 	14.86 	136.09 	0.22 	129
30165	來葉塌崁	崁	373.76 	1246.27 	546.24 	11.56 	12.19 	0.00 	242
15541	內崁	崁	383.22 	11974.74 	260.22 	21.83 	18.65 	0.37 	223
33500	下崁	崁	395.40 	1161.48 	197.60 	0.68 	103.32 	0.01 	191
15256	枋寮崁	崁	397.31 	1403.83 	470.42 	34.92 	70.13 	0.42 	355
37606	崁腳	崁	425.29 	18896.67 	294.45 	0.78 	9.83 	0.51 	376
22644	崁底	崁	430.62 	242.21 	213.31 	11.32 	46.11 	0.08 	291
41245	赤崁腳	崁	438.53 	28.25 	205.24 	3.10 	12.38 	0.03 	181
19168	崁下	崁	442.14 	278.25 	435.47 	0.64 	92.04 	0.06 	376
14458	赤崁	崁	442.55 	80.27 	447.11 	4.51 	143.05 	0.01 	178
33517	二崁	崁	449.31 	2893.80 	294.67 	20.79 	261.00 	0.01 	569
22643	崁頭	崁	460.23 	332.32 	221.46 	0.43 	11.99 	0.01 	311
40171	崁腳	崁	477.08 	33.86 	787.98 	0.58 	278.34 	0.26 	416
11308	崁腳寮	崁	494.15 	242.95 	521.78 	0.86 	146.62 	0.01 	485
28384	崁腳	崁	520.71 	341.67 	398.15 	3.69 	191.07 	0.01 	605
14459	赤崁仔頭	崁	544.50 	3959.24 	263.29 	11.37 	532.28 	0.01 	484
14460	赤崁頭	崁	666.22 	30.70 	947.18 	5.15 	615.68 	0.44 	868
12800	二崁	崁	683.46 	23.34 	727.89 	0.71 	123.05 	0.38 	587
22828	獅頭崁	崁	718.48 	136.89 	278.34 	12.57 	24.21 	0.25 	595
17138	頭崁	崁	812.31 	8.17 	812.91 	17.49 	4.74 	0.36 	555
30217	石灰崁	崁	968.56 	78.77 	241.45 	22.89 	13.77 	0.49 	427
29953	崁後山仔	崁山	3.19 	17.24 	545.14 	0.57 	131.72 	0.02 	7
29955	崁前山仔	崁山	3.36 	981.06 	325.78 	25.32 	12.43 	0.01 	5
37013	山豬崁	崁山	60.61 	75.74 	382.26 	18.58 	17.11 	0.01 	93
22698	山崁仔腳	崁山	173.95 	551.47 	327.30 	12.63 	650.51 	0.03 	286
4066	山崁仔	崁山	177.52 	791.76 	308.60 	3.27 	98.87 	0.05 	44
9698	山崁子	崁山	179.44 	1974.00 	297.98 	18.80 	62.97 	0.02 	44
36803	山羊崁	崁山	473.95 	221.59 	1055.80 	1.10 	83.58 	0.13 	610
35617	滴水崁	崁水	33.18 	38.09 	365.78 	0.93 	150.64 	0.19 	130
10301	四崁水	崁水	182.86 	21.96 	407.48 	7.84 	263.43 	0.12 	430
3232	滴水崁	崁水	268.88 	298.79 	233.55 	15.24 	139.71 	0.24 	208
39991	滴水崁	崁水	273.18 	10.16 	194.58 	2.17 	87.41 	0.03 	263
3231	滴水崁	崁水	289.54 	26.32 	908.69 	18.64 	266.12 	0.28 	291
3230	滴水崁	崁水	292.13 	23.50 	948.32 	18.68 	265.63 	0.28 	291
7024	滴水崁	崁水	295.16 	22.82 	713.06 	18.75 	25.97 	0.01 	284
5451	崁頂	崁頂	1.81 	2513.56 	422.97 	0.56 	106.88 	0.01 	6
40643	崁頂	崁頂	1.81 	10715.93 	379.39 	9.69 	696.87 	0.32 	6
3738	頂崁	崁頂	2.86 	91.69 	355.31 	15.75 	393.16 	0.25 	7
28836	崁頂	崁頂	3.79 	827.31 	284.18 	26.76 	11.27 	0.16 	5
7979	崁頂	崁頂	4.26 	891.26 	418.86 	0.75 	31.30 	0.01 	8
28157	崁頂	崁頂	4.27 	16.72 	293.01 	14.26 	7.59 	0.25 	4
41072	崁仔頂	崁頂	4.77 	648.64 	314.94 	4.96 	19.53 	0.44 	10
563	崁頂	崁頂	5.41 	165.09 	722.43 	11.70 	151.26 	0.02 	11
706	崁仔頂	崁頂	6.01 	120.79 	664.73 	2.09 	8.22 	0.02 	6
38837	崁頂庄	崁頂	6.19 	201.92 	433.69 	1.10 	143.64 	0.01 	6
36862	崁頂	崁頂	6.79 	88.72 	319.96 	6.58 	18.35 	0.40 	10
21033	崁頂	崁頂	7.15 	26.33 	850.39 	19.67 	170.72 	0.47 	10
38527	崁頂	崁頂	7.15 	32.52 	574.23 	7.39 	146.46 	0.04 	10
22902	頂崁	崁頂	7.39 	4916.82 	612.25 	0.80 	9.99 	0.12 	9
37891	崁頂	崁頂	7.70 	34.39 	286.07 	15.30 	99.71 	0.27 	10
34900	崁頂	崁頂	9.31 	72.59 	225.25 	1.35 	107.44 	0.07 	18
11304	崁頂庄	崁頂	9.52 	351.87 	262.69 	0.96 	969.56 	0.14 	17
34075	崁頂	崁頂	11.94 	170.50 	292.47 	14.41 	5.30 	0.23 	7
26581	崁頂	崁頂	15.89 	287.29 	318.09 	11.99 	477.09 	0.19 	15
21720	崁頂	崁頂	16.81 	249.67 	245.72 	24.10 	498.37 	0.35 	10
32427	下崁頂	崁頂	17.20 	10760.72 	823.02 	1.12 	91.60 	0.01 	8
28740	頂崁頂	崁頂	17.46 	137.34 	280.79 	22.07 	12.00 	0.01 	8
7666	崁頂厝	崁頂	17.48 	28.84 	244.03 	0.56 	26.11 	0.02 	163
29416	崁頂	崁頂	18.12 	463.33 	1678.89 	0.81 	115.74 	0.02 	8
32023	頂崁頭厝	崁頂	23.85 	1383.86 	325.11 	0.50 	144.55 	0.28 	10
37384	崁頂	崁頂	24.13 	188.46 	689.35 	23.61 	55.46 	0.36 	27
33629	崁仔頂	崁頂	27.52 	2648.17 	292.34 	27.87 	10.24 	0.50 	10
39072	頂崁	崁頂	27.55 	45.42 	231.33 	0.61 	183.42 	0.27 	9
37449	崁頂	崁頂	30.94 	157.82 	387.65 	7.28 	7.08 	0.11 	9
26808	頂崁頭	崁頂	32.63 	61.44 	295.19 	18.15 	16.49 	0.01 	28
32786	崁頂	崁頂	32.98 	6525.49 	243.20 	1.64 	60.47 	0.01 	59
11303	崁頂子	崁頂	35.35 	108.79 	379.07 	21.85 	57.97 	0.02 	29
6654	崁頂	崁頂	35.95 	387.72 	381.90 	8.40 	143.70 	0.13 	47
32682	崁頂	崁頂	35.95 	100.59 	312.93 	0.45 	65.08 	0.02 	47
7093	崁頂	崁頂	39.48 	63.06 	259.74 	0.99 	115.85 	0.01 	10
6226	崁頂	崁頂	41.48 	1520.24 	223.69 	2.04 	34.47 	0.03 	98
37822	崁頂	崁頂	44.33 	182.47 	371.19 	29.28 	5.99 	0.01 	87
18878	崩崁頂	崁頂	46.48 	525.36 	220.77 	5.91 	237.49 	0.13 	137
23461	頂崁	崁頂	52.88 	1070.69 	424.61 	15.19 	9.94 	0.13 	62
37639	崁仔頂	崁頂	64.92 	31.55 	842.73 	0.87 	132.30 	0.38 	123
33973	南崁頂	崁頂	74.04 	189.32 	509.81 	19.73 	70.94 	0.07 	102
38985	崁頂	崁頂	74.60 	154.60 	215.08 	16.63 	7.93 	0.18 	27
26403	崁頂	崁頂	78.11 	156.24 	221.98 	0.66 	118.41 	0.01 	145
25899	塗崁頂	崁頂	82.39 	102.78 	261.89 	14.18 	135.74 	0.06 	139
29787	崁頂	崁頂	92.29 	3274.12 	251.40 	1.48 	243.12 	0.02 	240
11302	崁頂	崁頂	97.24 	219.76 	252.63 	25.33 	408.53 	0.44 	150
13944	南崁頂社區	崁頂	97.49 	64.48 	266.75 	4.08 	566.75 	0.18 	128
28446	崁頂	崁頂	103.63 	260.92 	528.01 	12.17 	104.84 	0.08 	184
5288	崁頂	崁頂	125.68 	50.25 	376.39 	16.90 	238.88 	0.27 	115
23213	崁頂寮	崁頂	129.81 	26.39 	404.29 	0.33 	148.42 	0.39 	165
7339	頂崁仔	崁頂	132.94 	3582.31 	209.64 	12.81 	212.03 	0.21 	183
34510	頂崁仔	崁頂	132.94 	137.41 	397.48 	3.85 	81.42 	0.21 	183
21392	崁頂	崁頂	140.37 	118.31 	258.18 	3.16 	119.97 	0.44 	34
27274	頂崁仔	崁頂	145.76 	66.16 	523.45 	3.45 	9.11 	0.01 	50
23009	崁仔頂	崁頂	178.55 	38.71 	885.61 	0.99 	125.76 	0.01 	106
24802	崁仔頂	崁頂	181.45 	18.17 	417.65 	3.35 	10.05 	0.24 	99
29006	頂崁	崁頂	186.24 	7227.34 	561.78 	6.67 	7.22 	0.01 	183
27988	頂崁子	崁頂	196.63 	67.38 	463.68 	20.60 	5.74 	0.34 	348
3833	崁頂	崁頂	216.49 	53.64 	555.55 	1.68 	29.22 	0.02 	112
24839	崁頂	崁頂	221.70 	2126.12 	271.72 	16.80 	124.43 	0.17 	94
11301	崁頂	崁頂	223.04 	184.31 	340.21 	5.57 	49.43 	0.08 	94
27384	崁頂	崁頂	229.31 	1263.73 	223.70 	0.83 	7.47 	0.00 	136
22617	崁頂	崁頂	268.49 	895.42 	414.22 	9.35 	108.75 	0.16 	232
20711	崁頂	崁頂	283.00 	88.84 	821.99 	1.10 	17.41 	0.02 	75
7440	崁頂	崁頂	291.13 	310.29 	220.64 	6.01 	139.08 	0.09 	131
22691	頂崁	崁頂	297.32 	28.58 	1208.99 	1.61 	273.33 	0.27 	224
26799	頂崁子��	崁頂	301.65 	31.59 	500.13 	13.93 	118.98 	0.22 	117
22614	頂崁子腳	崁頂	305.35 	281.28 	342.93 	0.51 	26.70 	0.35 	115
23275	崁頂	崁頂	316.86 	236.19 	565.91 	0.36 	25.26 	0.03 	186
33318	頂崁	崁頂	360.58 	1.00 	156.63 	0.68 	237.31 	0.01 	301
31176	崁頂部落	崁頂	370.01 	46.70 	357.34 	0.57 	476.70 	0.01 	514
33042	頂崁	崁頂	411.91 	1234.82 	543.12 	1.39 	818.32 	0.06 	358
41237	崁頂	崁頂	414.03 	193.92 	665.31 	1.28 	112.24 	0.25 	39
34469	頂崁仔	崁頂	442.14 	822.30 	238.71 	1.05 	88.87 	0.01 	376
41251	赤崁頂	崁頂	466.23 	78.10 	494.15 	6.50 	149.51 	0.04 	130
34447	頂崁仔頭	崁頂	502.36 	3399.01 	409.35 	0.70 	7.18 	0.27 	404
25866	頂崁仔	崁頂	516.51 	264.59 	235.94 	17.61 	76.42 	0.01 	514
30226	石崁頂	崁頂	616.04 	60.28 	972.56 	0.80 	714.35 	0.01 	571
4887	二崁頂	崁頂	718.99 	18.57 	974.66 	34.42 	738.38 	0.59 	601
19175	崁頂仔山	崁頂山	97.19 	20.70 	471.27 	0.89 	22.28 	0.02 	61
10722	李仔溪崁	崁溪	29.47 	157.76 	279.03 	10.74 	12.63 	0.27 	35
28026	溪崁頭仔	崁溪	67.63 	415.15 	1024.58 	10.50 	10.21 	0.01 	77
12035	溪崁頂	崁溪頂	300.43 	1074.19 	300.03 	10.41 	305.26 	0.38 	297
40900	崩崁仔灣	崁灣	0.91 	17.94 	608.19 	26.88 	13.60 	0.24 	7
39748	灣仔崁	崁灣	77.68 	52.74 	867.12 	0.80 	6.70 	0.18 	26
8700	埤頭	埤	0.56 	497.99 	565.46 	0.98 	4.13 	0.02 	5
24954	埤底	埤	1.30 	167.42 	946.73 	0.65 	220.24 	0.00 	7
39269	埤底	埤	1.93 	99.60 	321.29 	15.64 	72.28 	0.24 	5
668	雙連埤	埤	1.99 	1449.20 	855.23 	1.35 	57.08 	0.01 	5
670	三板橋埤	埤	2.30 	100.63 	253.27 	14.05 	6.40 	0.19 	5
24987	後埤	埤	2.70 	317.35 	466.70 	21.88 	459.04 	0.21 	15
640	烘爐埤	埤	3.01 	33.80 	536.74 	1.57 	18.94 	0.02 	7
672	大竹圍埤	埤	3.21 	163.77 	274.70 	0.64 	20.79 	0.01 	4
656	下埤頭	埤	3.29 	52.93 	794.00 	22.76 	247.17 	0.05 	15
742	下埤頭	埤	3.31 	4201.42 	393.10 	1.13 	33.29 	0.11 	15
7657	埤仔頭	埤	3.38 	781.34 	373.73 	0.69 	5.34 	0.01 	51
659	下土地公埤	埤	3.55 	18.31 	357.20 	1.41 	35.97 	0.02 	14
660	埤尾	埤	3.60 	650.30 	263.24 	25.75 	9.35 	0.08 	14
6809	埤仔尾	埤	3.60 	360.24 	258.79 	23.66 	3.61 	0.39 	21
716	埤尾	埤	3.66 	34.20 	186.99 	1.57 	9.28 	0.25 	14
715	下土地公埤	埤	3.66 	98.12 	190.43 	1.31 	3.74 	0.02 	14
27476	大埤寮	埤	3.68 	56.77 	278.78 	1.06 	290.38 	0.19 	11
34936	過埤仔	埤	3.73 	212.96 	1040.15 	19.08 	14.57 	0.02 	9
644	埤後	埤	3.84 	2140.16 	273.22 	13.03 	13.53 	0.04 	13
617	埤仔腳	埤	4.02 	71.33 	1022.20 	15.70 	34.93 	0.01 	4
743	下埤	埤	4.07 	428.26 	241.70 	10.17 	5.09 	0.01 	6
29643	埤腳	埤	4.09 	983.97 	195.30 	4.78 	14.69 	0.02 	5
685	上埤	埤	4.11 	76.90 	372.65 	23.16 	248.89 	0.02 	6
21652	埤子頭	埤	4.20 	20136.33 	350.92 	18.36 	485.73 	0.07 	46
29948	過埤仔	埤	4.24 	238.55 	901.53 	31.44 	276.37 	0.05 	5
27538	小埤頭	埤	4.29 	33.26 	563.37 	1.07 	8.97 	0.03 	5
678	上埤頭	埤	4.37 	795.99 	407.95 	15.61 	17.02 	0.02 	6
8742	埤仔尾	埤	4.47 	2192.73 	281.83 	0.86 	157.78 	0.01 	16
622	埤頭	埤	4.65 	325.65 	536.87 	1.34 	9.00 	0.01 	5
38764	下埤頭仔	埤	4.75 	19.14 	345.62 	0.34 	693.43 	0.32 	5
3074	鴨母埤	埤	4.91 	14.84 	928.46 	24.31 	327.45 	0.39 	20
21993	南門埤仔	埤	4.98 	39.71 	1448.36 	27.74 	167.16 	0.22 	61
27536	埤頭	埤	4.99 	258.89 	414.20 	20.93 	30.61 	0.01 	5
11313	埤仔頭	埤	5.02 	240.86 	456.35 	0.99 	52.96 	0.01 	3
22930	埤尾	埤	5.49 	40.23 	349.11 	10.90 	560.30 	0.08 	7
20830	埤岸腳	埤	5.70 	777.06 	332.48 	26.43 	11.35 	0.01 	14
23630	過埤仔	埤	5.79 	69.14 	201.46 	1.40 	17.04 	0.04 	14
32106	埤腳	埤	5.87 	369.38 	349.33 	0.68 	12.12 	0.01 	9
38755	埤仔尾	埤	5.90 	1177.02 	725.93 	1.10 	26.34 	0.02 	3
30025	埤子尾	埤	5.97 	3806.31 	956.43 	1.09 	10.19 	0.01 	5
28225	過埤	埤	6.04 	819.29 	681.16 	4.55 	75.33 	0.01 	5
30331	埤仔頭	埤	6.07 	384.11 	817.55 	37.58 	121.13 	0.67 	10
686	埤心	埤	6.25 	206.04 	467.99 	0.82 	23.19 	0.03 	7
32107	下埤腳	埤	6.27 	17.25 	263.38 	2.78 	37.12 	0.02 	8
29940	埤子底	埤	6.30 	515.93 	270.36 	7.05 	22.49 	0.30 	4
29941	埤子底	埤	6.30 	66.10 	575.53 	13.94 	588.60 	0.24 	4
40570	官兵仔埤	埤	6.33 	6509.81 	598.56 	7.67 	45.94 	0.18 	47
9140	海口埤	埤	6.36 	90.21 	287.47 	1.29 	306.28 	0.05 	14
8126	埤心	埤	6.54 	59.72 	420.83 	2.55 	57.50 	0.04 	7
33114	埤仔底	埤	6.59 	101.47 	758.48 	0.72 	127.37 	0.01 	8
41885	下埤尾莊	埤	6.65 	1.73 	351.27 	13.79 	323.08 	0.08 	16
695	龍安埤店仔	埤	6.66 	14.81 	434.51 	14.70 	6.24 	0.01 	10
18853	埤坊	埤	6.77 	115.26 	1094.42 	0.54 	14.38 	0.55 	12
28251	埤子口	埤	6.82 	112.14 	457.84 	26.18 	584.07 	0.01 	8
4370	雷公埤仔	埤	7.03 	37.89 	652.06 	2.82 	45.76 	0.02 	13
29682	石埤腳	埤	7.28 	1679.46 	378.96 	1.35 	45.56 	0.02 	5
718	埤後	埤	7.53 	39.63 	421.00 	3.80 	9.16 	0.01 	32
26361	石埤腳	埤	7.60 	9510.60 	246.44 	7.62 	21.94 	0.12 	5
1118	三埤	埤	7.67 	26.30 	647.58 	0.73 	16.71 	0.01 	11
29640	埤頭	埤	7.71 	2.69 	205.91 	0.46 	7.96 	0.03 	8
814	永春埤	埤	7.74 	12.97 	351.14 	0.59 	71.30 	0.01 	52
31877	埤頭	埤	7.77 	343.22 	679.99 	0.88 	379.76 	0.01 	11
966	樟鵠埤	埤	7.78 	31.54 	460.62 	2.19 	241.20 	0.02 	40
13370	石埤	埤	8.22 	141.81 	598.29 	32.35 	29.46 	0.02 	6
10579	柑林埤	埤	9.01 	111.49 	582.26 	1.24 	106.93 	0.12 	13
32094	埤北	埤	9.10 	709.39 	623.98 	12.95 	581.59 	0.01 	12
32096	過埤	埤	9.11 	33667.29 	343.37 	0.68 	28.52 	0.01 	12
8635	埤子莊	埤	9.26 	25.45 	625.97 	5.79 	151.77 	0.08 	3
2928	埤子頭	埤	9.29 	28.15 	720.33 	21.55 	542.18 	0.34 	3
29920	新埤	埤	9.34 	153.84 	478.41 	17.01 	366.98 	0.56 	6
10578	柑林埤	埤	9.49 	3486.71 	404.88 	0.56 	525.85 	0.02 	14
24363	上埤	埤	9.50 	1595.91 	240.84 	1.36 	198.27 	0.38 	13
34818	後埤	埤	9.62 	34.60 	923.22 	1.17 	210.19 	0.19 	55
29068	過埤仔	埤	9.69 	2.11 	284.16 	32.42 	142.28 	0.01 	37
19021	埤頭店	埤	9.73 	228.77 	694.89 	5.26 	48.74 	0.01 	19
10584	柑林埤	埤	9.75 	34.57 	719.37 	0.36 	61.83 	0.01 	20
22421	?埤仔	埤	10.10 	534.34 	288.64 	0.46 	764.98 	0.03 	7
24072	?埤仔	埤	10.10 	833.30 	638.42 	20.19 	19.69 	0.22 	7
10581	柑林埤	埤	10.16 	27.18 	611.06 	16.96 	206.55 	0.34 	12
10582	柑林埤	埤	10.16 	13.69 	342.93 	21.71 	73.88 	0.01 	19
16324	?埤仔	埤	10.23 	32.58 	688.95 	14.39 	108.80 	0.12 	8
637	上土地公埤	埤	10.63 	46.31 	366.17 	10.54 	7.15 	0.52 	136
10577	柑林埤	埤	10.75 	18.13 	444.29 	0.86 	548.31 	0.01 	19
29112	埤堵	埤	10.92 	2579.12 	885.61 	4.72 	11.61 	0.02 	15
10580	柑林埤	埤	10.94 	28.06 	663.62 	9.55 	391.53 	0.02 	15
34681	埤子頭	埤	11.47 	575.09 	1118.31 	4.70 	6.89 	0.07 	50
35181	新埤	埤	11.73 	7228.13 	497.63 	4.58 	11.00 	0.01 	12
29077	草埤腳	埤	11.80 	311.77 	309.69 	0.50 	5.94 	0.01 	43
