FID	place_name	category1	dem_MEAN	fac_MEAN	distance_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	DEM_RANGE
1425	土地公坑	坑	75.32 	13628.05 	492.52 	5.42 	118.44 	0.09 	167
34868	坑仔底	坑	75.52 	102.72 	316.31 	1.26 	181.98 	0.03 	122
15067	福德坑	坑	75.59 	35.80 	673.75 	12.60 	86.20 	0.11 	196
36467	麻竹坑	坑	75.63 	26.37 	160.05 	20.47 	16.14 	0.02 	231
8837	阿四坑	坑	75.64 	348.41 	299.67 	10.50 	7.74 	0.08 	155
31710	中坑	坑	75.67 	164.92 	374.07 	1.34 	176.01 	0.01 	99
31712	南勢坑	坑	75.67 	2250.61 	267.99 	0.63 	91.04 	0.06 	99
16897	龍樹坑	坑	75.74 	20.93 	199.66 	2.93 	7.47 	0.01 	104
5851	後坑	坑	75.76 	156.89 	304.91 	12.07 	136.05 	0.19 	83
36783	後坑	坑	75.76 	46.44 	460.58 	0.53 	6.11 	0.09 	83
15215	竹仔窩坑	坑	76.11 	33.40 	885.58 	2.22 	4.47 	0.04 	100
8501	大樹坑	坑	76.26 	21.85 	253.78 	5.21 	182.42 	0.03 	172
41173	坑口	坑	76.64 	29.65 	255.78 	0.95 	177.98 	0.14 	140
21798	外坑內	坑	76.83 	328.21 	277.88 	0.75 	4.83 	0.15 	99
22252	大眾坑	坑	76.98 	34.20 	246.16 	7.05 	122.63 	0.01 	173
18645	斑芝花坑	坑	77.06 	1254.32 	534.04 	1.10 	245.49 	0.18 	148
25232	班芝花坑	坑	77.06 	70.90 	342.74 	0.58 	491.57 	0.22 	148
10674	艾坑	坑	77.07 	83.73 	918.08 	0.57 	159.14 	0.03 	125
18979	蚊子坑	坑	77.33 	787.71 	564.22 	0.45 	92.04 	0.35 	138
12780	二坑	坑	77.49 	100.86 	229.32 	0.57 	63.65 	0.01 	116
16425	?坑	坑	77.60 	1138.33 	260.83 	12.90 	4.09 	0.28 	99
31713	圓仔桃坑	坑	77.60 	507.15 	245.25 	0.49 	114.77 	0.01 	99
31716	?坑	坑	77.60 	298.79 	242.66 	13.26 	28.87 	0.02 	99
39036	濫坑	坑	77.80 	1754.21 	252.46 	0.96 	27.05 	0.11 	119
9431	一坑	坑	78.40 	228.70 	481.09 	5.06 	412.88 	0.01 	147
19006	鬼子坑	坑	78.56 	138.94 	335.74 	1.24 	550.57 	0.26 	183
2745	北坑	坑	78.60 	108.30 	391.53 	29.64 	449.28 	0.01 	376
31711	偏坑仔	坑	78.70 	848.72 	564.97 	18.88 	29.37 	0.29 	97
15421	上雙坑	坑	78.74 	78.79 	244.84 	1.35 	108.36 	0.02 	137
8697	二坑	坑	78.91 	147.30 	838.54 	3.78 	198.87 	0.19 	212
7627	坑子	坑	78.95 	2125.77 	227.46 	0.98 	7.86 	0.35 	209
2947	大樹坑	坑	79.12 	70.10 	480.50 	0.45 	5.90 	0.01 	174
39025	伯公坑	坑	79.14 	544.86 	589.54 	2.39 	441.78 	0.31 	135
40447	傑魚坑	坑	79.21 	1268.17 	309.93 	0.97 	17.37 	0.01 	153
24001	瑪?坑	坑	79.34 	16.09 	1044.30 	29.07 	281.77 	0.22 	211
8691	瑪陵坑	坑	79.38 	456.49 	178.04 	1.29 	197.06 	0.01 	209
12993	舟仔坑	坑	79.40 	146.61 	292.44 	26.93 	500.75 	0.45 	140
16298	?腳坑	坑	79.48 	2166.52 	470.31 	16.42 	19.77 	0.01 	269
34877	大坑	坑	79.75 	341.85 	544.37 	0.90 	14.37 	0.01 	144
19226	砂坑	坑	79.79 	612.05 	366.23 	0.68 	346.19 	0.01 	139
22495	下南勢坑	坑	79.97 	40.49 	466.74 	15.62 	17.42 	0.05 	143
14551	坑子內	坑	80.16 	68.22 	374.73 	24.88 	112.24 	0.47 	125
18147	暗坑	坑	80.26 	633.49 	376.43 	8.97 	5.20 	0.30 	271
10725	沙坑	坑	80.37 	61.87 	370.18 	20.13 	182.37 	0.33 	139
10330	北坑	坑	80.47 	20.47 	985.47 	0.98 	107.66 	0.23 	112
26534	英正坑	坑	80.47 	481.51 	412.00 	6.32 	167.22 	0.01 	161
21484	坑仔尾	坑	80.55 	17.06 	296.45 	3.81 	315.47 	0.01 	193
6944	蚊仔坑	坑	80.63 	927.76 	314.68 	1.62 	159.64 	0.10 	157
34720	坑仔內	坑	80.87 	62.26 	249.65 	2.17 	237.88 	0.02 	121
39506	旱坑子	坑	80.90 	24.80 	302.15 	1.29 	130.28 	0.19 	155
10225	打鐵坑	坑	80.93 	22.03 	864.82 	18.47 	508.47 	0.28 	156
3132	檳榔坑	坑	80.93 	162.37 	434.62 	21.52 	483.72 	0.36 	237
11205	後坑仔	坑	81.17 	2255.25 	268.00 	0.91 	155.82 	0.01 	71
36266	下厝坑	坑	81.18 	5319.96 	510.58 	0.96 	5.93 	0.03 	125
26401	五坑	坑	81.30 	372.40 	321.57 	1.26 	129.87 	0.01 	158
15247	芎蕉坑	坑	81.31 	2902.56 	403.29 	10.68 	343.29 	0.45 	129
8840	瑞樹坑	坑	81.65 	187.85 	193.61 	16.52 	182.71 	0.26 	192
4669	深澳坑口	坑	81.79 	707.54 	469.12 	13.76 	147.31 	0.22 	139
39899	薏仁坑	坑	81.84 	258.18 	510.62 	17.21 	19.01 	0.02 	218
8815	五坑	坑	81.93 	194.02 	397.07 	13.82 	22.01 	0.21 	176
17155	鴨母坑	坑	81.94 	1565.89 	179.58 	4.47 	56.13 	0.02 	119
20771	坑內	坑	81.99 	317.37 	339.73 	32.80 	22.01 	0.60 	172
40296	嫩草坑	坑	82.09 	52.63 	146.51 	1.59 	221.74 	0.01 	123
2950	油車坑	坑	82.44 	38.36 	1155.32 	10.06 	163.58 	0.15 	199
25208	內坑仔	坑	82.67 	115.64 	945.51 	13.80 	120.99 	0.03 	107
29842	瑞樹坑	坑	83.06 	54.96 	218.25 	6.34 	41.19 	0.02 	202
1866	大坑	坑	83.13 	29.27 	795.70 	38.44 	961.30 	0.70 	297
176	米粉坑	坑	83.23 	238.81 	273.37 	24.41 	560.42 	0.41 	277
14549	坑口	坑	83.55 	28.33 	755.44 	4.35 	650.51 	0.02 	218
31450	後坑仔	坑	83.60 	579.81 	284.41 	1.97 	26.78 	0.01 	82
5782	坑口	坑	83.62 	597.97 	443.58 	28.19 	279.06 	0.21 	114
36836	坑口	坑	83.62 	16.61 	664.92 	1.23 	7.66 	0.25 	114
20264	坑口	坑	83.64 	569.60 	157.35 	0.73 	40.53 	0.01 	218
28453	坑口	坑	84.02 	159.82 	204.42 	30.91 	7.50 	0.44 	194
36276	坑仔內	坑	84.14 	479.62 	247.53 	32.08 	545.24 	0.02 	82
39640	土地公坑	坑	84.21 	6401.41 	331.84 	11.29 	119.48 	0.02 	249
26488	馬坑	坑	84.33 	142.36 	572.20 	5.58 	47.73 	0.01 	197
36655	樟荖坑	坑	84.46 	33.28 	416.26 	1.22 	10.90 	0.01 	242
31640	上坑仔	坑	84.48 	485.31 	801.60 	0.97 	82.63 	0.06 	123
30542	中坑	坑	84.57 	11675.33 	266.75 	15.57 	196.82 	0.03 	80
12163	跌死猴坑	坑	84.61 	35.87 	209.92 	16.93 	7.21 	0.26 	222
2464	竹仔坑	坑	84.71 	6762.80 	209.79 	1.14 	14.18 	0.02 	100
12483	燥坑	坑	84.80 	46.00 	1896.91 	19.78 	3.81 	0.01 	153
26489	馬坑腳	坑	84.96 	81.00 	518.95 	18.71 	28.87 	0.01 	197
10270	竹寮坑口	坑	85.03 	7311.59 	209.13 	1.12 	524.49 	0.06 	214
36310	鳳梨坑	坑	85.13 	64.10 	308.18 	0.96 	177.94 	0.01 	99
8687	石厝坑	坑	85.68 	15.37 	314.96 	3.33 	18.91 	0.18 	182
20274	坑口段	坑	85.76 	96.50 	347.37 	11.96 	28.23 	0.45 	210
32408	下坑部落	坑	85.86 	16656.02 	535.37 	1.14 	541.51 	0.01 	167
19225	砂坑	坑	85.95 	149.17 	236.51 	0.65 	170.92 	0.55 	111
38623	北勢坑	坑	86.10 	15.55 	419.21 	2.37 	34.93 	0.03 	112
26386	二坑	坑	86.13 	1335.35 	1212.93 	2.46 	19.91 	0.03 	209
2146	鬼仔坑	坑	86.31 	6423.41 	927.53 	25.61 	138.69 	0.44 	96
37087	鬼仔坑	坑	86.31 	40.53 	311.83 	1.83 	659.81 	0.53 	96
37877	坑內	坑	86.57 	322.42 	456.57 	6.41 	364.55 	0.14 	123
36643	坑缺	坑	86.63 	7786.70 	365.22 	0.93 	9.60 	0.43 	25
21600	坑口	坑	86.75 	853.85 	304.92 	20.87 	158.18 	0.01 	217
5775	牛稠坑	坑	86.83 	8425.85 	176.02 	3.39 	610.09 	0.05 	122
36826	牛稠坑	坑	86.83 	25315.90 	912.26 	2.38 	7.41 	0.06 	122
25370	啟仔坑	坑	87.12 	18.51 	374.06 	14.19 	18.35 	0.01 	200
27581	大坑缺	坑	87.16 	3905.01 	332.90 	1.70 	166.87 	0.02 	67
7632	大坑內	坑	87.26 	48.50 	349.91 	19.41 	285.46 	0.24 	165
26400	三坑	坑	87.43 	21.53 	920.17 	12.16 	149.13 	0.02 	148
6322	坑仔外	坑	87.73 	52.79 	830.57 	4.24 	81.38 	0.06 	111
32718	鵝酒坑	坑	87.85 	170.55 	1452.88 	10.41 	4.57 	0.01 	152
41645	後坑子	坑	87.96 	23.36 	901.38 	0.82 	44.42 	0.04 	127
19007	鬼子坑	坑	88.00 	30.59 	400.95 	30.13 	108.37 	0.09 	66
19908	牛角坑	坑	88.02 	1926.20 	642.13 	1.16 	163.55 	0.12 	229
8903	興化坑	坑	88.08 	67.97 	623.07 	11.46 	682.74 	0.21 	221
9363	大坑	坑	88.17 	80.75 	369.99 	19.22 	216.48 	0.04 	153
8954	橫坑仔	坑	88.71 	28.24 	227.77 	17.42 	6.86 	0.01 	141
12242	橫坑	坑	88.71 	92.51 	565.86 	18.81 	7.77 	0.01 	141
21797	坑內	坑	88.72 	44.57 	405.18 	36.64 	468.11 	0.49 	143
21799	內坑內	坑	88.72 	306.78 	404.87 	33.88 	130.62 	0.61 	143
19432	後許坑	坑	88.89 	14.43 	341.15 	16.83 	17.04 	0.21 	110
7310	茄苳坑仔口	坑	89.22 	14.14 	294.38 	22.27 	18.02 	0.02 	116
34618	茄苳坑仔口	坑	89.22 	641.20 	186.40 	0.69 	15.53 	0.29 	116
37686	內中坑仔	坑	89.27 	103.67 	702.48 	1.29 	94.05 	0.02 	106
26959	大牛坑	坑	89.41 	289.25 	301.60 	0.67 	51.73 	0.10 	259
20309	大坑	坑	89.58 	9.21 	481.43 	4.82 	143.96 	0.07 	108
5854	鬼仔坑	坑	89.59 	12.67 	335.41 	23.55 	371.31 	0.42 	69
5855	外鬼仔坑	坑	89.59 	22.82 	1016.86 	0.43 	438.30 	0.10 	69
36786	鬼仔坑	坑	89.59 	823.37 	794.65 	14.11 	74.68 	0.02 	69
36787	外鬼仔坑	坑	89.59 	38.73 	328.34 	0.99 	24.28 	0.01 	69
10532	后番子坑	坑	89.63 	193.60 	457.29 	2.13 	51.12 	0.30 	226
22254	後番仔坑	坑	89.63 	107.72 	521.04 	0.49 	9.84 	0.01 	226
32920	番仔坑	坑	89.63 	19.13 	221.31 	5.30 	21.39 	0.01 	226
29871	阿四坑	坑	89.84 	708.48 	631.76 	13.48 	10.77 	0.10 	248
5856	內鬼仔坑	坑	90.42 	2061.22 	312.66 	4.05 	72.84 	0.06 	67
36788	內鬼仔坑	坑	90.42 	260.32 	442.52 	0.94 	71.88 	0.02 	67
26480	鬼仔坑	坑	90.70 	3247.60 	233.94 	10.67 	11.43 	0.09 	197
27171	木瓜坑	坑	90.73 	233.36 	259.60 	11.95 	117.42 	0.12 	125
15132	校力坑	坑	90.73 	8.33 	579.93 	1.08 	10.05 	0.01 	104
17119	頭坑	坑	90.89 	310.56 	343.41 	0.95 	104.92 	0.01 	106
26604	口坑	坑	91.07 	570.90 	414.22 	0.94 	23.28 	0.44 	257
2746	中坑	坑	91.27 	2044.69 	322.62 	14.36 	449.23 	0.23 	406
25655	坑仔口	坑	91.30 	38.62 	192.46 	6.27 	250.76 	0.02 	155
37927	關仔坑	坑	91.36 	429.33 	255.55 	1.29 	33.00 	0.01 	108
27576	大坑內	坑	91.61 	126.88 	1012.08 	1.88 	61.01 	0.01 	175
8816	六坑	坑	91.71 	19.42 	1177.22 	16.93 	189.04 	0.26 	180
14924	濫坑尾	坑	91.79 	689.27 	563.49 	2.44 	540.70 	0.01 	119
19341	炭窯坑	坑	92.08 	83.35 	249.47 	0.71 	7.46 	0.01 	277
37706	礁坑	坑	92.28 	169.19 	666.74 	0.82 	144.14 	0.01 	130
5296	古坑	坑	92.35 	58.46 	342.66 	18.03 	310.37 	0.29 	42
9366	大坑	坑	92.50 	376.68 	319.66 	20.12 	364.97 	0.34 	119
37417	米粉坑	坑	92.56 	71.33 	606.36 	6.87 	9.47 	0.23 	209
38993	坑口	坑	92.63 	8569.16 	149.24 	1.42 	11.85 	0.03 	118
10593	柚子樹坑	坑	92.65 	163.84 	548.27 	13.61 	356.25 	0.31 	111
9639	大南坑	坑	92.72 	74.17 	345.02 	2.05 	153.84 	0.05 	128
14552	坑子底	坑	92.75 	17.89 	662.86 	1.15 	70.12 	0.01 	124
17118	頭坑	坑	92.75 	978.43 	411.46 	10.58 	7.67 	0.05 	124
7770	石門坑	坑	92.87 	317.75 	232.02 	0.51 	4.96 	0.01 	242
5295	古坑	坑	92.94 	21.41 	635.06 	5.44 	91.01 	0.08 	42
8769	新草坑	坑	92.99 	33.43 	621.50 	26.82 	193.76 	0.45 	277
36522	三條坑	坑	92.99 	1.78 	289.65 	34.43 	9.94 	0.00 	111
9099	柚子坑	坑	93.01 	144.91 	346.04 	17.76 	134.28 	0.28 	119
36673	鴨母坑仔	坑	93.04 	35.43 	350.19 	2.08 	6.36 	0.03 	23
15925	十二寮坑	坑	93.07 	184.33 	413.76 	6.87 	10.89 	0.02 	116
5926	坑仔底	坑	93.10 	27.70 	335.65 	1.48 	177.80 	0.02 	114
10597	柚仔樹坑	坑	93.15 	165.82 	321.45 	12.66 	109.90 	0.01 	129
5294	古坑	坑	93.23 	317.93 	357.78 	2.88 	61.20 	0.04 	44
1035	鮕?坑	坑	93.50 	207.42 	342.21 	29.07 	56.83 	0.11 	314
37692	中坑仔	坑	93.51 	111.52 	214.58 	20.41 	204.72 	0.42 	104
19493	南平坑	坑	93.60 	35.32 	293.77 	0.95 	5.88 	0.36 	104
32354	北邊坑	坑	93.67 	59.54 	776.41 	1.55 	42.10 	0.01 	213
21813	阿南坑	坑	94.10 	87.51 	337.77 	22.26 	11.48 	0.01 	258
20620	北坑	坑	94.13 	104.27 	337.68 	15.28 	15.32 	0.32 	326
4353	過橋坑	坑	94.28 	911.15 	443.94 	1.23 	8.01 	0.01 	289
13046	古坑	坑	94.33 	1073.18 	334.34 	14.99 	312.47 	0.14 	48
19069	烏眉坑	坑	94.46 	352.72 	361.34 	0.62 	349.03 	0.05 	105
11122	後邊坑仔	坑	94.59 	47.38 	1153.69 	1.94 	122.85 	0.08 	226
16378	?仔坑	坑	94.61 	20.52 	948.72 	29.59 	596.98 	0.50 	123
31668	井仔坑	坑	94.61 	26.75 	644.69 	1.35 	66.29 	0.44 	123
31669	檨仔坑	坑	94.61 	249.90 	351.35 	1.21 	45.23 	0.09 	123
31670	?仔坑	坑	94.61 	100.97 	379.23 	3.63 	604.98 	0.01 	123
11211	後苦坑	坑	94.76 	56.45 	377.24 	17.08 	109.76 	0.27 	113
37716	後苦坑	坑	94.76 	33.65 	773.80 	3.17 	105.77 	0.03 	113
25643	蚵殼坑	坑	94.88 	250.55 	817.67 	1.66 	10.71 	0.01 	114
38616	中坑	坑	94.89 	288.52 	708.03 	1.89 	326.63 	0.48 	99
9486	中坑	坑	94.90 	2389.55 	230.63 	10.59 	178.35 	0.17 	106
26733	土炭坑	坑	94.90 	2016.52 	197.30 	1.16 	172.64 	0.01 	166
40290	茄苳坑	坑	95.16 	540.92 	522.88 	0.66 	10.40 	0.01 	137
7895	外文秀坑	坑	95.18 	249.76 	295.49 	8.38 	331.62 	0.13 	223
17147	頭寮坑	坑	95.53 	619.12 	244.53 	9.23 	566.87 	0.19 	231
18425	菜公坑座	坑	95.55 	62.49 	267.66 	15.27 	42.08 	0.14 	47
14468	車油坑	坑	95.65 	216.11 	634.91 	33.94 	634.96 	0.32 	289
3972	小份坑尾	坑	96.07 	727.38 	285.84 	1.25 	22.18 	0.02 	145
34867	鬼仔坑	坑	96.14 	243.33 	480.01 	18.77 	118.06 	0.33 	127
1083	石壁坑	坑	96.34 	45.70 	517.11 	0.87 	80.13 	0.03 	242
40302	牽牛坑	坑	96.58 	7574.56 	215.88 	13.91 	32.07 	0.01 	148
31666	中坑	坑	96.76 	360.24 	601.81 	1.21 	21.34 	0.01 	114
8690	土炭坑	坑	96.79 	16.21 	643.29 	0.53 	141.14 	0.31 	163
23974	粗坑口	坑	97.06 	1580.84 	547.39 	1.32 	9.96 	0.23 	274
25641	二坑仔	坑	97.06 	5285.27 	399.51 	5.90 	9.45 	0.01 	91
18566	鳥仔坑	坑	97.08 	38.56 	633.00 	28.36 	671.46 	0.47 	264
29828	小坑	坑	97.08 	298.55 	513.27 	0.81 	77.89 	0.01 	200
7241	坑子內	坑	97.42 	466.09 	601.48 	14.06 	246.19 	0.22 	307
20324	斗登坑	坑	97.62 	252.84 	294.66 	10.75 	19.11 	0.23 	165
20131	南勢坑	坑	97.70 	283.30 	632.09 	0.88 	24.49 	0.01 	137
29745	轆沙坑	坑	97.77 	785.97 	389.30 	1.35 	12.21 	0.02 	109
23837	圓坑	坑	97.82 	221.91 	369.37 	31.14 	8.54 	0.06 	112
20618	三分仔坑	坑	98.01 	1111.64 	204.27 	1.77 	4.96 	0.08 	368
33364	竹坑	坑	98.07 	28.45 	267.31 	5.93 	4.19 	0.01 	111
5925	坑仔底頭	坑	98.12 	13.04 	469.97 	0.74 	373.52 	0.02 	113
25231	過坑仔	坑	98.26 	1948.41 	465.10 	14.22 	140.15 	0.03 	149
9369	大坑外股	坑	98.74 	692.06 	300.86 	1.69 	231.40 	0.02 	252
35534	牛路坑	坑	98.77 	862.42 	1126.74 	0.88 	6.27 	0.28 	207
7115	格子坑	坑	98.90 	531.03 	350.45 	7.85 	7.30 	0.26 	116
36745	格子坑	坑	98.90 	99.72 	510.63 	10.60 	17.93 	0.01 	116
12377	劍門坑	坑	98.90 	87.55 	565.96 	7.51 	12.84 	0.32 	115
2731	大槍坑	坑	98.91 	38.75 	707.03 	13.76 	380.37 	0.23 	453
40010	莿桐坑	坑	99.31 	59.97 	280.39 	22.54 	116.50 	0.01 	74
838	三坑	坑	100.00 	56.04 	504.07 	1.51 	6.24 	0.02 	359
6522	阿寶坑	坑	100.09 	1556.68 	622.60 	1.54 	14.62 	0.01 	211
2340	北勢坑	坑	100.14 	34.43 	772.34 	12.03 	113.03 	0.17 	108
14550	坑子口	坑	100.23 	91.11 	512.72 	1.40 	105.07 	0.27 	155
21554	風生坑	坑	100.25 	41.06 	540.01 	16.70 	57.60 	0.24 	198
1082	灰?坑	坑	100.28 	152.76 	454.40 	6.22 	8.10 	0.02 	260
30772	中坑	坑	100.70 	11.82 	723.54 	0.97 	19.98 	0.21 	167
3838	十班坑	坑	100.73 	14.79 	1529.50 	11.62 	181.22 	0.17 	143
24768	瑞北坑	坑	100.76 	82.89 	343.55 	8.70 	174.92 	0.03 	169
24516	坑口	坑	100.88 	183.98 	662.34 	12.24 	61.39 	0.27 	136
15190	魚藤坑	坑	100.99 	146.66 	529.06 	12.52 	227.73 	0.03 	140
23182	石坑仔	坑	101.05 	14.52 	580.68 	0.90 	155.48 	0.33 	130
17200	興化三坑	坑	101.11 	225.64 	277.24 	1.09 	206.12 	0.31 	228
8874	東勢坑	坑	101.40 	63.64 	491.65 	0.83 	5.14 	0.01 	193
3255	福興坑	坑	101.52 	483.71 	184.75 	1.66 	28.85 	0.02 	113
10726	沙坑	坑	101.54 	22.41 	153.53 	0.55 	219.12 	0.02 	103
36402	洽坑口	坑	101.65 	28.92 	330.82 	1.53 	58.82 	0.00 	118
10835	坑後	坑	101.70 	2263.39 	340.21 	4.66 	186.68 	0.08 	96
8706	鬼仔坑	坑	102.22 	370.73 	945.54 	3.16 	281.79 	0.27 	187
829	鬼仔嫂坑	坑	102.31 	36.05 	517.57 	17.33 	11.89 	0.01 	360
25213	大坑頭	坑	102.37 	9944.83 	345.32 	0.97 	7.08 	0.20 	165
10640	坑仔內	坑	102.45 	163.76 	280.08 	1.76 	307.20 	0.32 	281
13478	石子坑	坑	102.51 	1606.54 	589.50 	6.51 	120.00 	0.02 	129
35947	石仔坑	坑	102.51 	103.43 	401.38 	1.03 	71.09 	0.29 	129
25224	大坑	坑	102.59 	60.67 	219.71 	18.13 	27.19 	0.01 	165
36544	枋子坑	坑	102.65 	2398.41 	170.14 	15.39 	25.79 	0.38 	115
41593	深坑口	坑	102.73 	138.35 	896.78 	16.83 	134.72 	0.07 	258
8785	外十四坑	坑	102.82 	81.54 	321.11 	21.56 	88.13 	0.35 	256
11077	洽坑	坑	102.92 	2831.31 	716.77 	0.61 	143.64 	0.12 	119
24500	十四寮坑	坑	103.20 	213.19 	414.57 	0.81 	211.89 	0.01 	112
39609	下大坑	坑	103.29 	149.71 	532.27 	16.72 	6.29 	0.01 	227
37705	刺蘭坑	坑	103.41 	15.98 	539.00 	23.72 	135.82 	0.48 	108
27578	大坑尾	坑	103.50 	22.17 	332.06 	10.15 	522.62 	0.00 	320
15398	三坑仔	坑	103.62 	22.05 	349.20 	12.41 	13.04 	0.58 	184
28617	骨頭坑	坑	103.66 	50.04 	230.18 	0.63 	186.70 	0.20 	124
11204	後坑仔	坑	103.66 	19.58 	253.32 	0.60 	108.39 	0.16 	107
35425	貴子坑	坑	103.95 	127.16 	563.47 	7.84 	7.78 	0.07 	227
12235	蘆竹坑	坑	104.02 	193.89 	219.63 	15.12 	22.56 	0.02 	108
1068	小坑	坑	104.47 	102.37 	670.75 	0.74 	270.57 	0.16 	306
10251	枋仔坑	坑	104.58 	404.87 	299.60 	16.57 	617.94 	0.26 	115
10247	明坑	坑	104.88 	13876.35 	259.76 	14.80 	319.68 	0.01 	149
31072	下口坑	坑	104.88 	77.98 	371.92 	0.77 	11.05 	0.01 	203
25243	番仔坑	坑	104.91 	67.44 	584.96 	0.99 	843.23 	0.33 	116
38632	番仔坑	坑	104.91 	130.92 	617.18 	9.88 	38.93 	0.35 	116
6392	八節坑口	坑	104.97 	26.70 	302.16 	1.55 	5.69 	0.02 	171
13354	仙泉坑	坑	105.04 	554.10 	1201.80 	1.04 	96.53 	0.21 	382
40753	四果坑	坑	105.04 	506.27 	622.90 	0.68 	253.21 	0.48 	382
39637	龍柏坑	坑	105.15 	3003.04 	1413.64 	13.79 	13.16 	0.11 	283
31611	牛角坑	坑	105.31 	2572.98 	823.48 	16.98 	8.24 	0.27 	243
10927	金斗仔坑	坑	105.31 	54.88 	519.23 	0.42 	52.35 	0.22 	233
22078	打鐵仔坑	坑	105.51 	455.35 	295.47 	18.46 	20.97 	0.24 	147
1463	竹仔坑	坑	105.52 	14318.81 	503.95 	5.51 	121.29 	0.09 	170
29868	互益一坑	坑	105.56 	825.66 	928.62 	18.76 	155.91 	0.10 	208
25454	土壟壩坑	坑	105.67 	777.22 	308.81 	1.04 	105.83 	0.01 	205
6845	公館坑	坑	105.90 	4.63 	1103.63 	15.50 	386.14 	0.26 	330
40307	雞油樹坑	坑	105.99 	144.68 	1332.07 	0.99 	24.11 	0.09 	165
10642	坑仔底	坑	106.00 	787.56 	813.79 	1.57 	42.18 	0.02 	118
10765	南坑	坑	106.09 	12.40 	370.96 	29.88 	657.22 	0.21 	144
6336	青林坑	坑	106.28 	28.62 	712.10 	23.70 	243.75 	0.37 	230
13866	本坑	坑	106.66 	52.41 	176.83 	3.68 	569.23 	0.08 	165
17929	萬順大坑	坑	106.70 	358.81 	279.67 	14.06 	13.02 	0.01 	247
28585	中興坑	坑	106.81 	308.92 	568.77 	5.21 	4.53 	0.01 	244
1030	待老坑	坑	107.09 	176.11 	280.92 	23.62 	84.51 	0.02 	352
22322	倒樹坑	坑	107.19 	54.94 	228.85 	2.16 	10.09 	0.02 	99
25707	媽祖坑	坑	107.19 	1632.84 	210.21 	0.50 	25.53 	0.22 	99
25708	貓仔坑	坑	107.19 	413.98 	282.47 	1.77 	128.15 	0.24 	99
41830	倒樹坑	坑	107.19 	5947.28 	1755.95 	19.85 	33.66 	0.01 	99
40303	南坑	坑	107.38 	174.05 	236.88 	1.60 	160.28 	0.17 	163
26394	竿林坑	坑	107.38 	39.30 	414.44 	1.58 	13.78 	0.02 	151
26119	賴仲坑	坑	107.62 	725.10 	231.47 	18.35 	10.82 	0.15 	264
21680	小粗坑	坑	107.78 	13.26 	730.63 	12.23 	13.39 	0.02 	282
37699	頭前坑	坑	107.80 	76.81 	725.94 	0.91 	519.36 	0.08 	115
1795	南坑	坑	108.07 	1189.91 	295.36 	22.38 	598.11 	0.38 	205
6507	坑仔公	坑	108.16 	38.49 	295.55 	2.32 	135.07 	0.02 	144
10157	北勢坑	坑	108.28 	52.31 	398.21 	13.45 	104.09 	0.15 	116
28629	油車坑	坑	108.38 	222.13 	306.35 	20.43 	13.73 	0.01 	291
9788	大窩坑	坑	108.67 	62.29 	160.58 	24.02 	297.97 	0.01 	128
28620	稻子園坑	坑	109.01 	170.63 	266.25 	1.20 	8.37 	0.10 	248
26147	坑內	坑	109.20 	2299.01 	189.82 	0.47 	146.47 	0.01 	348
29699	石牌坑	坑	109.24 	388.93 	195.60 	1.34 	35.26 	0.01 	129
22320	大坑尾	坑	109.53 	13.19 	1083.52 	0.75 	5.34 	0.22 	99
41828	大坑尾	坑	109.53 	122.81 	504.99 	8.25 	385.48 	0.01 	99
1255	坑仔底	坑	109.80 	362.82 	307.23 	15.17 	69.25 	0.16 	29
37715	大林坑	坑	109.83 	114.86 	652.03 	11.95 	462.78 	0.02 	123
2747	南坑	坑	109.88 	2036.77 	220.52 	16.91 	383.27 	0.29 	418
13319	牛角坑仔	坑	109.94 	89.78 	354.40 	1.06 	192.75 	0.01 	223
19618	阿里荖坑內	坑	110.14 	55.18 	259.15 	1.62 	270.51 	0.03 	217
35610	阿里荖坑	坑	110.14 	97.01 	848.27 	13.56 	264.82 	0.08 	217
14548	坑口	坑	110.55 	142.96 	1001.58 	9.38 	16.50 	0.08 	83
33425	坑口	坑	110.55 	38.86 	591.89 	16.27 	45.12 	0.02 	83
4673	三爪子坑	坑	110.66 	190.55 	272.63 	10.63 	181.58 	0.17 	243
27769	梯仔坑	坑	110.90 	15.09 	807.34 	1.72 	71.25 	0.01 	99
16529	藤坑	坑	111.33 	1818.93 	318.23 	6.55 	81.16 	0.10 	70
33423	藤坑	坑	111.33 	768.09 	300.36 	11.60 	114.65 	0.19 	70
29870	牛灶坑	坑	111.79 	207.43 	621.17 	13.97 	141.58 	0.01 	248
33380	竹子坑	坑	112.28 	83.73 	292.02 	0.32 	185.34 	0.25 	155
25953	社寮坑	坑	112.52 	3248.76 	263.80 	0.87 	52.68 	0.01 	178
35042	?寮坑	坑	112.52 	40.81 	202.94 	3.37 	3.94 	0.01 	125
11074	洗杉坑	坑	112.77 	11.67 	526.90 	6.37 	11.02 	0.09 	67
32776	樹梅坑	坑	112.86 	102.84 	556.79 	2.48 	131.52 	0.01 	239
26393	萬源二坑	坑	113.47 	39.03 	300.97 	6.63 	19.01 	0.00 	158
32887	風頭坑	坑	113.83 	625.10 	269.37 	17.15 	18.65 	0.25 	264
41556	小粗坑	坑	113.87 	124.72 	506.04 	16.25 	683.51 	0.24 	264
