FID	place_name	category1	DEM_RANGE	DEM_MEAN	HDIS_MIN	HDIS_MEAN	FAC_MEAN	GRA_MEAN	RELIEF_MEAN	ROUGHNESS_MEAN	VDIS_MIN_	VDIS_MEAN
29524	¤¤¥_´ò	´ò	14.0 	6.8 	89.4 	410.1 	39.3 	1.2 	14.0 	0.0 	0.0 	4.0 
29525	¤U¥_´ò	´ò	9.0 	2.3 	0.0 	203.6 	344.6 	1.6 	10.2 	0.0 	0.0 	2.5 
29605	¼ê´ò­í	´ò	3.0 	5.5 	40.0 	569.2 	54.3 	0.4 	3.8 	0.0 	0.0 	1.5 
29782	¤¤´ò	´ò	76.0 	89.9 	0.0 	114.0 	371.4 	9.2 	103.0 	0.1 	0.0 	12.7 
29791	¤T«°´ò	´ò	110.0 	70.0 	0.0 	146.6 	211.5 	11.2 	124.6 	0.2 	0.0 	16.6 
29792	¬ìÃ¹´ò	´ò	175.0 	109.3 	0.0 	298.4 	69.2 	17.0 	196.3 	0.3 	0.0 	47.9 
29803	µU´ò	´ò	234.0 	98.8 	0.0 	159.9 	19983.6 	17.6 	219.6 	0.3 	0.0 	56.7 
29858	¤j´ò	´ò	56.0 	109.5 	40.0 	470.4 	11.6 	3.9 	60.5 	0.1 	0.0 	16.8 
30000	»A´ò	´ò	8.0 	33.9 	0.0 	267.1 	93.9 	1.0 	7.8 	0.0 	0.0 	4.8 
30207	¯}¥¬´ò¥J	´ò	338.0 	695.8 	0.0 	308.0 	97.4 	25.2 	333.7 	0.4 	0.0 	142.5 
30295	¤j´ò¤f	´ò	61.0 	177.5 	280.0 	755.4 	12.6 	4.4 	67.9 	0.1 	31.0 	63.2 
30298	´ò©³	´ò	4.0 	16.3 	0.0 	174.8 	57.8 	0.4 	3.5 	0.0 	0.0 	1.5 
30299	´ò§À¥J	´ò	4.0 	16.4 	0.0 	151.3 	89.7 	0.5 	3.6 	0.0 	0.0 	1.9 
30388	´ò¨{	´ò	77.0 	179.2 	0.0 	154.0 	176.8 	10.1 	97.2 	0.2 	0.0 	22.9 
30473	«á´ò	´ò	5.0 	12.1 	0.0 	172.4 	305.4 	0.7 	7.7 	0.0 	0.0 	3.9 
30721	°Ì¥J´ò	´ò	105.0 	42.1 	0.0 	176.8 	12076.6 	4.1 	83.5 	0.1 	0.0 	9.8 
30722	¤¤´ò	´ò	233.0 	290.7 	954.2 	1384.5 	5.9 	25.9 	275.8 	0.4 	93.0 	221.3 
30808	¤j´ò¡B¤j´òµó¡B´òµó	´ò	16.0 	7.5 	0.0 	513.5 	67.6 	1.5 	13.4 	0.0 	0.0 	4.3 
30818	¦Ë¥J´òÉÜ	´ò	13.0 	6.8 	40.0 	457.2 	12.1 	1.7 	12.2 	0.0 	0.0 	4.4 
31028	¥jÉÜ³¡¸¨¡]§t¤Ó´ò³¡¸¨¡^	´ò	151.0 	68.2 	89.4 	541.2 	43.5 	14.3 	165.3 	0.2 	0.0 	45.4 
31107	«n´ò	´ò	51.0 	40.0 	0.0 	282.3 	58.5 	5.6 	50.4 	0.1 	0.0 	12.9 
31128	¤å´ò	´ò	71.0 	26.8 	0.0 	193.9 	92.9 	9.9 	70.9 	0.2 	0.0 	20.4 
31246	ÁTºß´ò	´ò	22.0 	33.9 	0.0 	246.8 	860.5 	2.6 	22.6 	0.0 	0.0 	8.3 
31384	´ò¥J	´ò	5.0 	34.8 	411.8 	711.8 	13.6 	0.6 	5.7 	0.0 	0.0 	5.1 
31451	¤º´ò	´ò	225.0 	324.4 	377.4 	737.5 	31.0 	19.3 	220.0 	0.3 	0.0 	92.3 
31516	´ò©³	´ò	3.0 	3.1 	80.0 	566.8 	13.7 	0.2 	3.2 	0.0 	1.0 	1.1 
31861	ªF´ò¥J	´ò	29.0 	68.3 	89.4 	608.5 	34.6 	2.0 	34.7 	0.0 	0.0 	16.7 
31899	ªF¶Õ´ò	´ò	6.0 	25.2 	0.0 	191.1 	165.2 	0.6 	7.5 	0.0 	0.0 	0.9 
31990	°s´ò	´ò	9.0 	52.9 	240.0 	541.8 	13.1 	1.3 	8.5 	0.0 	1.0 	6.0 
32004	¤j´ò­í	´ò	3.0 	20.3 	256.1 	765.9 	18.0 	0.4 	3.6 	0.0 	1.0 	2.4 
32047	¤j´ò	´ò	4.0 	4.4 	0.0 	343.5 	119.1 	0.8 	5.0 	0.0 	0.0 	1.5 
32112	¯ó´ò	´ò	8.0 	7.2 	357.8 	875.2 	27.6 	0.6 	7.9 	0.0 	0.0 	1.9 
32113	¯ó´ò	´ò	8.0 	7.2 	357.8 	875.2 	27.6 	0.6 	7.9 	0.0 	0.0 	1.9 
32115	¤K¥Ò´ò	´ò	9.0 	9.0 	425.2 	908.7 	13.6 	0.8 	8.2 	0.0 	0.0 	3.0 
32210	¤j´ò	´ò	128.0 	48.3 	0.0 	386.2 	73.1 	11.3 	129.4 	0.2 	0.0 	22.8 
32212	¤j´ò¤f	´ò	140.0 	263.4 	0.0 	146.4 	371.0 	16.8 	158.6 	0.3 	0.0 	39.3 
32213	¤j´ò¤º	´ò	62.0 	21.9 	0.0 	500.8 	290.4 	8.2 	60.0 	0.1 	0.0 	15.5 
32214	¤j´òÉÜ	´ò	67.0 	19.2 	0.0 	401.5 	86.0 	2.6 	89.4 	0.0 	0.0 	4.4 
32274	¤j´òÉÜ	´ò	20.0 	250.5 	282.8 	814.0 	35.8 	2.5 	29.2 	0.0 	0.0 	32.1 
32276	¤j´ò§ø¤f	´ò	49.0 	20.8 	0.0 	212.6 	187.7 	8.1 	54.4 	0.1 	0.0 	12.6 
32277	¤j´ò±í	´ò	162.0 	321.2 	0.0 	192.1 	369.6 	20.0 	210.2 	0.3 	0.0 	46.7 
32278	¤j´ò²ø	´ò	63.0 	37.4 	160.0 	486.8 	9.1 	10.3 	61.2 	0.2 	4.0 	28.4 
32279	¤j´ò·s§ø	´ò	28.0 	251.0 	1224.4 	1539.1 	20.4 	2.4 	27.5 	0.0 	0.0 	22.2 
32280	¤j´ò·s§ø	´ò	205.0 	345.4 	0.0 	394.4 	255.4 	19.8 	194.3 	0.3 	0.0 	80.7 
32321	¯cºß´ò	´ò	3.0 	3.0 	0.0 	473.8 	22.1 	0.2 	2.9 	0.0 	0.0 	1.0 
32453	­X´ò	´ò	35.0 	14.1 	0.0 	283.3 	1581.9 	4.2 	39.6 	0.1 	0.0 	8.8 
32454	ÀY«e´ò	´ò	39.0 	13.9 	0.0 	199.8 	1664.1 	3.7 	39.7 	0.1 	0.0 	7.8 
32455	«á¾À´ò	´ò	41.0 	6.4 	0.0 	215.9 	87.3 	5.7 	45.6 	0.1 	0.0 	6.8 
32493	«á¾À´ò	´ò	41.0 	6.4 	0.0 	215.9 	87.3 	5.7 	45.6 	0.1 	0.0 	6.8 
32513	¼ê´ò­í	´ò	6.0 	12.0 	160.0 	672.0 	16.0 	0.9 	5.8 	0.0 	0.0 	2.9 
32611	¤ë®°´ò	´ò	232.0 	580.5 	980.6 	1344.0 	6.2 	25.3 	285.2 	0.4 	86.0 	239.5 
32619	´ò©³	´ò	4.0 	16.0 	0.0 	507.7 	15.6 	0.7 	4.3 	0.0 	0.0 	3.9 
32667	¤ë´ò	´ò	72.0 	440.1 	280.0 	665.7 	15.4 	7.4 	90.9 	0.1 	0.0 	31.9 
32745	¬ñã¸´ò	´ò	143.0 	62.1 	0.0 	346.9 	10968.0 	16.2 	134.8 	0.3 	0.0 	48.9 
32762	¤j´ò	´ò	229.0 	192.5 	200.0 	585.1 	9.9 	23.8 	228.4 	0.4 	17.0 	135.1 
32936	ÁTºß´ò	´ò	231.0 	388.4 	0.0 	218.9 	874.5 	22.4 	240.6 	0.4 	0.0 	79.3 
32985	¾ð´ò³¡¸¨	´ò	18.0 	74.4 	0.0 	266.6 	162.5 	1.3 	46.9 	0.0 	0.0 	6.6 
33064	¤p´ò	´ò	75.0 	34.5 	0.0 	325.7 	54.3 	12.0 	75.1 	0.2 	0.0 	22.6 
33065	¤p´ò	´ò	80.0 	104.7 	0.0 	266.9 	127.4 	12.0 	85.5 	0.2 	0.0 	22.5 
33066	¤p´ò¥J	´ò	39.0 	58.7 	0.0 	310.6 	191.6 	3.2 	39.9 	0.0 	0.0 	4.8 
33086	³s´ò	´ò	8.0 	5.3 	0.0 	220.4 	10157.6 	1.1 	8.8 	0.0 	0.0 	1.1 
33170	¤U¯cºß´ò	´ò	119.0 	421.0 	204.0 	658.3 	20.0 	9.4 	101.8 	0.1 	0.0 	34.8 
33200	´ò±í	´ò	190.0 	656.8 	126.5 	546.3 	18.0 	16.9 	175.1 	0.3 	2.0 	75.9 
33300	­´µæ´ò	´ò	350.0 	976.8 	0.0 	480.4 	43.5 	28.9 	344.4 	0.5 	0.0 	138.3 
33304	³Â¦Ë´ò	´ò	396.0 	488.5 	0.0 	506.6 	155.6 	23.2 	422.3 	0.4 	0.0 	132.1 
33404	¤º´ò	´ò	148.0 	105.7 	0.0 	419.6 	53.8 	14.7 	130.5 	0.2 	0.0 	44.6 
33431	¤f´ò	´ò	69.0 	74.7 	0.0 	174.0 	503.3 	9.8 	71.0 	0.2 	0.0 	18.1 
33437	«@´ò	´ò	142.0 	116.6 	0.0 	234.3 	65.8 	15.5 	180.9 	0.2 	0.0 	38.1 
33440	¯äÅ¤´ò	´ò	142.0 	116.6 	0.0 	234.3 	65.8 	15.5 	180.9 	0.2 	0.0 	38.1 
33455	´ò¥J©³	´ò	83.0 	118.2 	164.9 	708.0 	36.4 	15.9 	100.5 	0.2 	0.0 	31.6 
33459	´ò¥J¤º	´ò	101.0 	95.9 	56.6 	600.7 	35.7 	13.7 	130.6 	0.2 	0.0 	27.3 
33565	¤j´ò	´ò	5.0 	4.5 	0.0 	319.3 	145.4 	0.8 	5.0 	0.0 	0.0 	1.5 
33747	¥W´ò	´ò	291.0 	177.4 	377.4 	768.0 	33.1 	14.0 	269.0 	0.3 	0.0 	48.0 
33884	¤º´ò	´ò	49.0 	7.6 	0.0 	270.2 	434.2 	3.2 	39.6 	0.0 	0.0 	6.3 
33885	¤º´ò	´ò	49.0 	7.6 	0.0 	270.2 	434.2 	3.2 	39.6 	0.0 	0.0 	6.3 
33910	¤j´ò	´ò	63.0 	36.8 	126.5 	472.1 	9.7 	10.3 	60.3 	0.2 	4.0 	27.3 
33918	­XÐ¤´ò	´ò	69.0 	70.4 	621.0 	996.9 	8.8 	10.7 	69.9 	0.2 	7.0 	37.0 
33919	­XÐ¤´ò	´ò	69.0 	70.4 	621.0 	996.9 	8.8 	10.7 	69.9 	0.2 	7.0 	37.0 
33920	­XÐ¤´ò	´ò	69.0 	70.4 	621.0 	996.9 	8.8 	10.7 	69.9 	0.2 	7.0 	37.0 
34064	¼ê´ò®q	´ò	4.0 	27.6 	0.0 	403.3 	21.8 	0.8 	4.9 	0.0 	1.0 	5.4 
34136	´ò­í	´ò	2.0 	11.8 	0.0 	496.6 	17.4 	0.5 	2.2 	0.0 	0.0 	1.6 
34151	¯ó´ò	´ò	2.0 	5.1 	126.5 	577.7 	9.3 	0.4 	2.7 	0.0 	0.0 	1.3 
34462	­á©³´ò	´ò	443.0 	1072.5 	873.6 	1315.3 	5.0 	34.6 	491.6 	0.6 	181.0 	401.8 
34544	Ë|¿¼´ò	´ò	402.0 	441.2 	933.0 	1438.1 	13.4 	24.3 	359.3 	0.4 	51.0 	236.4 
34547	¤U´ò	´ò	244.0 	306.3 	447.2 	960.2 	28.5 	18.7 	293.9 	0.3 	0.0 	113.8 
34589	´ò©³ÀY	´ò	114.0 	144.8 	0.0 	224.5 	95.6 	8.3 	121.0 	0.1 	0.0 	27.0 
34590	´ò©³	´ò	114.0 	144.8 	0.0 	224.5 	95.6 	8.3 	121.0 	0.1 	0.0 	27.0 
34594	´ò©³¤f	´ò	154.0 	208.3 	0.0 	289.1 	39.6 	14.8 	159.0 	0.2 	0.0 	58.0 
34613	¦Ë´ò¥J	´ò	58.0 	70.3 	0.0 	127.8 	439.9 	12.2 	64.1 	0.2 	0.0 	17.6 
34628	³Â¦Ë´ò	´ò	351.0 	537.9 	291.2 	825.5 	30.5 	27.4 	388.6 	0.4 	0.0 	175.5 
34630	ªD¥J´ò	´ò	75.0 	115.1 	0.0 	103.3 	645.9 	10.5 	96.5 	0.2 	0.0 	15.5 
34914	´ò§À	´ò	8.0 	6.4 	0.0 	375.0 	168.2 	0.9 	7.1 	0.0 	0.0 	2.2 
34952	¼ê´ò­í	´ò	7.0 	3.9 	0.0 	199.5 	331.9 	1.1 	7.3 	0.0 	0.0 	2.4 
35169	¤j´ò¥J	´ò	6.0 	10.3 	0.0 	267.9 	140.1 	0.9 	5.9 	0.0 	0.0 	2.2 
35194	ÁTºß´ò	´ò	10.0 	29.0 	40.0 	509.4 	19.9 	0.9 	10.0 	0.0 	1.0 	10.2 
35270	´ò¥J¤º	´ò	36.0 	40.3 	253.0 	764.4 	48.6 	2.4 	44.6 	0.0 	0.0 	10.0 
35309	¤«¥J´ò	´ò	10.0 	8.3 	0.0 	291.5 	733.8 	1.6 	9.4 	0.0 	0.0 	1.6 
35326	¼ê´òªÀ	´ò	4.0 	2.5 	0.0 	132.2 	320.5 	1.0 	5.4 	0.0 	0.0 	1.1 
35346	¼ê´òªÀ¤º	´ò	4.0 	2.4 	0.0 	274.9 	65.2 	0.6 	3.9 	0.0 	0.0 	2.2 
35367	¤j´ò©³	´ò	102.0 	43.6 	169.7 	671.8 	41.6 	8.4 	104.5 	0.1 	0.0 	22.7 
35527	Óy¼d´ò	´ò	149.0 	456.1 	0.0 	408.5 	56.9 	14.8 	187.6 	0.2 	0.0 	68.8 
35543	´ò¥_	´ò	12.0 	230.6 	394.0 	819.5 	9.6 	1.4 	48.2 	0.0 	11.0 	38.0 
35545	ÀY´ò	´ò	14.0 	241.6 	160.0 	598.1 	17.5 	2.6 	26.6 	0.0 	0.0 	30.4 
35586	«á´ò¥J	´ò	46.0 	6.9 	0.0 	178.4 	336.1 	5.9 	55.4 	0.1 	0.0 	7.4 
35589	´ò©³	´ò	81.0 	30.3 	0.0 	222.0 	556.1 	9.1 	83.0 	0.1 	0.0 	23.0 
35604	¦Ë¿t´ò	´ò	76.0 	76.8 	0.0 	188.9 	80.2 	10.1 	72.6 	0.1 	0.0 	33.5 
35660	¤j´ò	´ò	85.0 	169.6 	0.0 	276.0 	52.5 	10.9 	93.1 	0.2 	0.0 	63.6 
35856	¼ê´ò­í¥J	´ò	14.0 	41.1 	0.0 	182.0 	85.2 	1.6 	14.0 	0.0 	0.0 	11.3 
35908	´ò¤º	´ò	13.0 	6.3 	0.0 	304.0 	82.0 	1.5 	13.3 	0.0 	0.0 	3.8 
35971	­W­d´ò	´ò	158.0 	156.3 	823.7 	1163.7 	13.9 	17.2 	165.4 	0.3 	10.0 	79.4 
36033	´ò©³	´ò	84.0 	92.0 	178.9 	696.9 	27.2 	11.2 	85.3 	0.2 	8.0 	43.4 
36083	´ò¥J­í	´ò	26.0 	107.9 	0.0 	326.0 	59.7 	2.2 	32.2 	0.0 	0.0 	17.4 
36105	­·Âd¤æ´ò	´ò	213.0 	261.1 	0.0 	177.0 	482.8 	19.0 	223.2 	0.3 	0.0 	50.9 
36110	¥Û¥J´ò	´ò	270.0 	512.4 	253.0 	535.6 	9.1 	25.6 	301.7 	0.4 	58.0 	186.0 
36124	ÂûÅ¢´ò	´ò	61.0 	94.5 	747.3 	1222.3 	17.5 	9.7 	74.9 	0.2 	7.0 	29.9 
36136	¥~´ò¥J	´ò	75.0 	120.6 	0.0 	148.3 	377.7 	7.3 	72.5 	0.1 	0.0 	14.8 
36201	´ò©³	´ò	117.0 	213.8 	160.0 	626.4 	12.7 	13.7 	127.0 	0.2 	0.0 	65.6 
36236	¶í´ò	´ò	478.0 	681.9 	0.0 	382.8 	43.5 	34.8 	452.9 	0.6 	0.0 	163.5 
36243	¾Ä°_´ò	´ò	302.0 	1426.5 	400.0 	907.4 	33.3 	20.9 	388.0 	0.4 	0.0 	148.5 
36279	Ë|¿¼´ò	´ò	136.0 	138.3 	521.5 	836.1 	20.6 	12.5 	114.4 	0.2 	10.0 	42.7 
36398	«á´ò¥J	´ò	9.0 	19.9 	0.0 	288.1 	54.9 	1.3 	11.4 	0.0 	0.0 	9.0 
36442	«á´ò	´ò	9.0 	15.6 	0.0 	197.2 	110.0 	0.7 	17.8 	0.0 	0.0 	2.4 
36509	¨F´òÃc	´ò	77.0 	153.5 	0.0 	453.0 	57.3 	14.4 	93.9 	0.2 	0.0 	19.8 
36557	¯cºß´ò	´ò	96.0 	171.2 	536.7 	1019.9 	27.5 	16.6 	96.8 	0.3 	0.0 	32.8 
36596	¥|´ò§À	´ò	17.0 	110.6 	0.0 	334.0 	38.3 	1.5 	19.5 	0.0 	0.0 	17.2 
36614	µf¤l´ò	´ò	68.0 	110.3 	417.6 	679.3 	13.9 	5.5 	60.1 	0.1 	1.0 	23.4 
36615	¤Wµf¤l´ò	´ò	43.0 	90.1 	0.0 	424.2 	67.7 	3.2 	42.9 	0.0 	0.0 	13.6 
36616	¤Uµf¤l´ò	´ò	54.0 	104.5 	80.0 	590.6 	32.7 	4.1 	52.3 	0.1 	0.0 	13.8 
36642	¶ê´ò	´ò	16.0 	93.1 	0.0 	224.6 	1282.9 	1.4 	15.2 	0.0 	0.0 	6.7 
36653	¤ÑÃZ´ò	´ò	16.0 	137.3 	0.0 	160.7 	85.0 	2.1 	15.1 	0.0 	0.0 	5.4 
36702	¼Ì´ò	´ò	249.0 	535.0 	360.0 	868.9 	40.5 	21.3 	298.5 	0.3 	0.0 	137.1 
36703	¤«¥J´ò	´ò	234.0 	452.1 	0.0 	464.2 	51.6 	20.3 	242.0 	0.3 	0.0 	110.9 
36733	¤j´ò±í	´ò	267.0 	612.9 	557.1 	1061.8 	15.5 	20.5 	337.6 	0.3 	34.0 	194.3 
36744	¥Õ¾ð´ò	´ò	70.0 	91.0 	0.0 	172.3 	5674.9 	5.8 	65.8 	0.1 	0.0 	9.7 
36755	¤U´ò	´ò	70.0 	91.0 	0.0 	172.3 	5674.9 	5.8 	65.8 	0.1 	0.0 	9.7 
36771	¦Ë´ò	´ò	180.0 	154.2 	920.9 	1405.7 	24.3 	18.4 	172.9 	0.3 	0.0 	61.1 
36923	´ò¤º	´ò	5.0 	2.4 	400.0 	740.6 	32.3 	0.7 	4.4 	0.0 	0.0 	2.2 
37065	ª¯«Ë´ò	´ò	50.0 	63.5 	0.0 	333.6 	46.8 	6.4 	46.8 	0.1 	0.0 	16.3 
37074	¦Ë´ò¥J	´ò	46.0 	62.7 	80.0 	496.3 	24.8 	6.2 	44.2 	0.1 	0.0 	16.5 
37095	¤º´ò	´ò	49.0 	39.4 	89.4 	586.6 	20.9 	2.8 	55.1 	0.0 	2.0 	18.3 
37239	­Ë¶ò´ò	´ò	300.0 	449.3 	0.0 	433.8 	421.2 	21.8 	275.7 	0.3 	0.0 	130.7 
37290	©Þ¤l´ò	´ò	45.0 	170.5 	0.0 	241.2 	490.6 	3.7 	43.4 	0.0 	0.0 	19.1 
37533	´ò¥J¤º	´ò	90.0 	90.5 	40.0 	462.9 	84.1 	4.5 	96.2 	0.1 	0.0 	11.4 
37619	ªF´ò¥J	´ò	400.0 	556.1 	40.0 	436.0 	6.6 	33.1 	445.7 	0.6 	0.0 	251.5 
37655	¥Õ¥Ö¹Ó´ò	´ò	170.0 	155.8 	622.3 	1072.5 	10.0 	19.2 	163.5 	0.3 	4.0 	84.3 
37664	¨ë§ö´ò	´ò	63.0 	64.4 	322.5 	723.2 	16.1 	13.7 	68.7 	0.2 	0.0 	23.4 
37665	ÀY´ò	´ò	65.0 	57.8 	0.0 	445.2 	31.7 	10.2 	60.7 	0.1 	0.0 	20.6 
37666	¤G´ò	´ò	81.0 	60.9 	368.8 	784.1 	20.6 	12.0 	75.5 	0.2 	0.0 	24.6 
37668	µf¥J´ò	´ò	65.0 	55.1 	0.0 	457.3 	20.5 	9.2 	60.4 	0.1 	0.0 	21.1 
37669	¤p´ò¥J	´ò	65.0 	56.7 	0.0 	398.7 	43.9 	10.1 	59.6 	0.1 	0.0 	18.3 
37693	¸}±í´ò	´ò	88.0 	81.8 	0.0 	145.7 	141.2 	15.6 	88.8 	0.2 	0.0 	22.0 
37701	ÓyÃÃ´ò	´ò	88.0 	81.8 	0.0 	145.7 	141.2 	15.6 	88.8 	0.2 	0.0 	22.0 
37730	´ò¤l¤º	´ò	50.0 	39.0 	226.3 	713.6 	29.4 	6.4 	51.8 	0.1 	0.0 	16.5 
37817	«n¶Õ´ò	´ò	98.0 	107.0 	0.0 	284.4 	63.5 	13.8 	116.2 	0.2 	0.0 	35.0 
37820	­XÐ¤´ò	´ò	69.0 	73.3 	624.8 	954.2 	8.2 	10.9 	70.1 	0.2 	9.0 	37.3 
37831	´ò©³	´ò	69.0 	48.7 	0.0 	107.0 	3514.4 	13.5 	77.3 	0.2 	0.0 	19.8 
37849	´ò¸Ì	´ò	96.0 	67.3 	501.2 	916.0 	6.8 	17.4 	91.8 	0.3 	2.0 	45.1 
37892	´ò©³	´ò	31.0 	134.0 	0.0 	177.5 	155.2 	3.6 	39.2 	0.0 	0.0 	11.5 
37928	¤º´ò	´ò	50.0 	55.2 	0.0 	212.1 	316.8 	11.8 	51.7 	0.2 	0.0 	20.1 
37979	´ò¤º	´ò	5.0 	0.2 	40.0 	123.6 	1.4 	1.6 	2.6 	0.0 	0.0 	0.2 
38002	°×´ò¤f	´ò	160.0 	220.4 	0.0 	165.5 	2206.4 	19.5 	195.7 	0.3 	0.0 	52.4 
38073	¥Û­d´ò	´ò	8.0 	128.4 	0.0 	264.1 	81.8 	1.0 	9.0 	0.0 	0.0 	3.7 
38315	¤¤µf¤l´ò	´ò	8.0 	8.2 	362.2 	653.6 	7.0 	0.5 	6.9 	0.0 	1.0 	1.9 
38435	¤¤´òÀY	´ò	7.0 	15.0 	164.9 	685.1 	7.2 	1.0 	6.7 	0.0 	0.0 	3.1 
38661	³À´ò³¡¸¨	´ò	326.0 	933.3 	0.0 	155.2 	430.2 	29.7 	445.3 	0.5 	0.0 	106.8 
38671	¦V¤Ñ´ò³¡¸¨	´ò	255.0 	792.8 	605.3 	911.4 	28.5 	18.2 	306.0 	0.3 	0.0 	142.7 
38895	´ò¥_¦v	´ò	2.0 	4.3 	204.0 	673.5 	36.9 	0.3 	2.5 	0.0 	0.0 	0.0 
38975	´ò©³	´ò	107.0 	84.9 	0.0 	411.6 	104.1 	8.2 	90.8 	0.1 	0.0 	26.9 
38983	¼d¥J´ò	´ò	64.0 	113.4 	0.0 	435.7 	63.1 	6.1 	75.5 	0.1 	0.0 	17.1 
38984	¦ËÀY´ò	´ò	118.0 	131.1 	357.8 	771.1 	33.2 	10.2 	103.4 	0.2 	0.0 	39.6 
39080	¤º´ò«Ñ	´ò	4.0 	26.5 	0.0 	442.0 	43.5 	0.6 	5.1 	0.0 	0.0 	3.1 
39310	ªeªí´ò	´ò	308.0 	617.1 	164.9 	565.3 	5.5 	31.7 	387.5 	0.5 	76.0 	290.6 
39336	¤j´ò§À	´ò	340.0 	546.3 	466.5 	936.9 	24.3 	23.2 	326.0 	0.4 	0.0 	176.4 
39371	¤j¦Þ´ò	´ò	239.0 	317.4 	0.0 	179.0 	2190.9 	21.6 	251.5 	0.4 	0.0 	68.1 
39455	¤º´ò	´ò	7.0 	6.2 	0.0 	496.3 	33.8 	0.8 	6.8 	0.0 	0.0 	1.8 
39590	©±¥J´ò	´ò	63.0 	49.8 	936.4 	1296.3 	10.6 	4.3 	52.4 	0.1 	1.0 	25.0 
39611	¥Ûñý´ò	´ò	281.0 	436.4 	481.7 	910.7 	5.6 	31.3 	318.4 	0.5 	54.0 	224.9 
39612	¦V¤Ñ´ò	´ò	296.0 	182.2 	0.0 	223.1 	104.3 	21.6 	272.3 	0.3 	0.0 	93.6 
39629	§ü¥J´ò	´ò	307.0 	367.5 	339.4 	864.6 	39.5 	24.4 	337.3 	0.4 	0.0 	110.9 
39681	¤Ó´ò·s²ø	´ò	62.0 	15.6 	0.0 	169.4 	181.7 	4.3 	81.4 	0.1 	0.0 	6.8 
39913	¤j´ò	´ò	94.0 	262.7 	0.0 	162.9 	3994.9 	4.6 	134.2 	0.1 	0.0 	12.7 
39962	«á´ò¥J	´ò	9.0 	29.6 	0.0 	330.6 	38.7 	1.2 	11.4 	0.0 	0.0 	11.2 
40020	­XÐ¤´ò	´ò	157.0 	291.2 	144.2 	654.0 	47.8 	16.5 	163.7 	0.3 	0.0 	46.5 
40023	?¤û´ò	´ò	127.0 	319.2 	651.2 	995.6 	36.9 	18.1 	169.8 	0.3 	0.0 	57.3 
40035	ÁTÛm´ò	´ò	103.0 	158.8 	0.0 	316.8 	10890.6 	9.2 	95.7 	0.1 	0.0 	31.2 
40152	ªÀ«e´ò	´ò	287.0 	655.2 	0.0 	214.0 	1976.2 	20.0 	320.5 	0.4 	0.0 	68.8 
40175	´ò§À	´ò	236.0 	745.1 	0.0 	268.5 	106.9 	20.0 	318.9 	0.3 	0.0 	127.4 
40184	³Â¦Ë´ò	´ò	398.0 	1045.1 	841.0 	1163.8 	8.2 	27.5 	364.1 	0.4 	48.0 	242.7 
40189	´ò©³	´ò	145.0 	266.5 	0.0 	224.5 	281.9 	18.3 	196.5 	0.3 	0.0 	42.0 
40195	«á´ò¥J	´ò	203.0 	302.2 	0.0 	197.6 	418.3 	21.4 	253.8 	0.4 	0.0 	56.8 
40198	ªD¾ð´ò	´ò	14.0 	62.5 	144.2 	472.1 	39.6 	1.0 	15.0 	0.0 	0.0 	13.8 
40402	¿iÄx´ò	´ò	202.0 	498.6 	0.0 	309.9 	47.2 	19.6 	225.6 	0.3 	0.0 	85.6 
40403	¤U´ò	´ò	173.0 	489.6 	0.0 	212.6 	135.3 	18.0 	202.2 	0.3 	0.0 	44.2 
40412	¯È´ò	´ò	156.0 	158.1 	0.0 	148.2 	679.4 	21.7 	182.6 	0.4 	0.0 	35.1 
40427	¤ûÄæ´ò	´ò	63.0 	59.8 	0.0 	490.9 	38.1 	11.7 	73.3 	0.2 	0.0 	23.5 
40454	¤È¤é¸`´ò	´ò	73.0 	27.3 	0.0 	348.5 	30.2 	10.3 	69.0 	0.2 	0.0 	25.9 
40556	¦è¶Õ´ò	´ò	190.0 	240.1 	590.6 	1097.8 	16.1 	11.4 	167.9 	0.2 	12.0 	97.1 
40560	«n¶Õ´ò	´ò	99.0 	58.5 	89.4 	522.4 	46.4 	8.2 	117.5 	0.1 	0.0 	25.1 
40561	¤p«n¥@´ò	´ò	65.0 	48.1 	80.0 	453.1 	51.0 	6.4 	103.7 	0.1 	0.0 	16.6 
40669	´ò§À	´ò	2.0 	1.2 	80.0 	462.2 	10.0 	0.4 	2.2 	0.0 	0.0 	0.9 
40678	¦è¥­´ò¥J	´ò	2.0 	1.2 	0.0 	384.1 	26.1 	0.4 	2.7 	0.0 	0.0 	0.8 
40715	¥ÄÀY´ò¥J	´ò	20.0 	239.0 	0.0 	550.5 	49.8 	3.2 	21.0 	0.0 	0.0 	12.5 
40764	¤û´ò	´ò	271.0 	185.9 	89.4 	586.7 	14.5 	21.2 	258.5 	0.3 	16.0 	139.5 
40767	¤û´ò¥Y	´ò	116.0 	92.6 	509.1 	908.9 	8.1 	18.8 	116.3 	0.3 	15.0 	69.5 
40768	¤û´ò¥Y	´ò	16.0 	60.0 	0.0 	174.5 	165.3 	1.8 	16.2 	0.0 	0.0 	6.2 
40916	¦êªÅ´ò	´ò	276.0 	193.4 	0.0 	425.4 	312.6 	22.9 	276.2 	0.4 	0.0 	101.8 
40961	¤j´ò©³	´ò	4.0 	232.3 	0.0 	388.2 	35.0 	0.6 	5.6 	0.0 	0.0 	2.9 
